epoch,lr,name,num_trainable_params,params,training_took,weight_decay,best-val:char_level:tp,best-val:char_level:fp,best-val:char_level:tn,best-val:char_level:fn,best-val:word_level:correctly_tokenised_words,best-val:word_level:total_words_in_sample,best-val:word_level:total_words_in_ref_sample,best-val:char_level:precision,best-val:char_level:recall,best-val:char_level:f1,best-val:word_level:precision,best-val:word_level:recall,best-val:word_level:f1,best-val:time_took,best-val:model_path,best-test:char_level:tp,best-test:char_level:fp,best-test:char_level:tn,best-test:char_level:fn,best-test:word_level:correctly_tokenised_words,best-test:word_level:total_words_in_sample,best-test:word_level:total_words_in_ref_sample,best-test:char_level:precision,best-test:char_level:recall,best-test:char_level:f1,best-test:word_level:precision,best-test:word_level:recall,best-test:word_level:f1,best-test:time_took,best-test:model_path
20,0.00027391249840875905,seq_sy_conv_3lv,768673,conv:230|do:0.40001045697565973|embs:64|l1:33|oc:SchemeB,2135.609972715378,1.1837371305696217e-05,487286.0,8226.0,1490201.0,16810.0,468562.0,495512.0,504096.0,0.98339898932821,0.966653177172602,0.9749541820393594,0.9456118116211111,0.9295094585158382,0.9374914966666933,83.02717709541321,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-7,105671.0,3521.0,324219.0,3609.0,100465.0,109192.0,109280.0,0.9677540479155982,0.9669747437774524,0.9673642388956022,0.9200765623855227,0.9193356515373353,0.9197059577428687,20.164424896240234,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-7
20,7.246602139747119e-05,seq_sy_conv_3lv,561960,conv:148|do:0.3129681597234982|embs:64|l1:20|oc:SchemeB,1408.0925450325012,0.0007614432888029932,487928.0,13946.0,1484481.0,16168.0,466773.0,501874.0,504096.0,0.97221214886605,0.9679267441122326,0.970064713659453,0.9300601346154612,0.9259605313273662,0.9280058053421076,68.89650893211365,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-18,105660.0,4667.0,323073.0,3620.0,99676.0,110327.0,109280.0,0.9576984781603778,0.9668740849194729,0.9622644086937119,0.9034597152102386,0.9121156661786237,0.9077670566056637,15.997271299362183,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-18
20,0.0004094880252638915,seq_sy_conv_3lv,573401,conv:152|do:0.49400696882476375|embs:64|l1:41|oc:SchemeB,1430.7538363933563,6.486430234916307e-05,492556.0,10264.0,1488163.0,11540.0,477759.0,502820.0,504096.0,0.9795871285947257,0.9771075350726846,0.9783457607188684,0.950159102660992,0.9477539992382403,0.9489550270330396,68.58104062080383,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-3,106364.0,3989.0,323751.0,2916.0,101476.0,110353.0,109280.0,0.9638523646842406,0.973316251830161,0.9685611907135996,0.9195581452248692,0.9285871156661786,0.9240505752778497,16.187102556228638,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-3
20,9.833033772600875e-06,seq_sy_conv_3lv,635826,conv:182|do:0.2806539341342093|embs:64|l1:16|oc:SchemeB,1684.4765813350677,3.952710757336974e-06,480648.0,24398.0,1474029.0,23448.0,444667.0,505046.0,504096.0,0.9516915290884395,0.9534850504665778,0.9525874455725756,0.8804485136007413,0.8821077731225798,0.8812773623533655,73.75017023086548,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-22,104779.0,7184.0,320556.0,4501.0,96176.0,111963.0,109280.0,0.9358359458035244,0.9588122254758419,0.9471847696876284,0.8589980618597215,0.8800878477306003,0.8694150775391764,17.370761156082153,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-22
20,2.465397411637215e-05,seq_sy_conv_3lv,440815,conv:67|do:0.47074594779326795|embs:64|l1:30|oc:SchemeB,928.3913617134094,3.4992056524144177e-06,482636.0,23564.0,1474863.0,21460.0,448933.0,506200.0,504096.0,0.9534492295535362,0.9574287437313528,0.9554348428579348,0.8868688265507705,0.8905704468990033,0.8887157823053838,59.056636571884155,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-14,105090.0,7102.0,320638.0,4190.0,96898.0,112192.0,109280.0,0.9366978037649744,0.9616581259150805,0.9490138708279151,0.8636801197946378,0.886694729136164,0.8750361219476953,13.312905073165894,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-14
20,0.00012978087837308607,seq_sy_conv_3lv,499137,conv:113|do:0.3609725000761503|embs:64|l1:16|oc:SchemeB,1097.8180329799652,0.0006199236290412477,490050.0,14101.0,1484326.0,14046.0,470583.0,504151.0,504096.0,0.9720302052361296,0.9721362597600457,0.9720832296054439,0.9334167739427275,0.9335186155018091,0.9334676919445334,63.62362051010132,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-10,106000.0,4711.0,323029.0,3280.0,100305.0,110711.0,109280.0,0.9574477694176731,0.9699853587115667,0.9636757867367302,0.9060075331267896,0.9178715226939971,0.9119009414021483,14.719364404678345,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-10
20,4.461584879032578e-05,seq_sy_conv_3lv,555195,conv:143|do:0.021146665583686886|embs:64|l1:40|oc:SchemeB,1365.2741861343384,2.894078133259405e-06,485120.0,11984.0,1486443.0,18976.0,461955.0,497104.0,504096.0,0.9758923685989249,0.9623563765631943,0.9690771074710347,0.929292461939554,0.9164028280327556,0.922802636835797,68.28995370864868,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-26,105357.0,4412.0,323328.0,3923.0,99221.0,109769.0,109280.0,0.9598065027466771,0.9641013909224012,0.9619491529292533,0.9039072962311764,0.9079520497803807,0.9059251582979151,15.873903751373291,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-26
20,8.089415765228236e-05,seq_sy_conv_3lv,743074,conv:222|do:0.4881829336804235|embs:64|l1:24|oc:SchemeB,1964.2809092998505,0.0002359737058085822,491642.0,12149.0,1486278.0,12454.0,474899.0,503791.0,504096.0,0.9758848411345181,0.9752943883704691,0.9755895254130671,0.9426508214716023,0.9420804767345903,0.9423655628061479,81.18082022666931,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-21,106257.0,4503.0,323237.0,3023.0,100861.0,110760.0,109280.0,0.9593445287107258,0.9723371156661786,0.9657971277949464,0.9106265799927772,0.9229593704245974,0.9167514997273224,19.442005157470703,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-21
20,0.000746837683223709,seq_sy_conv_3lv,450392,conv:76|do:0.08329334969198143|embs:64|l1:28|oc:SchemeB,808.0543596744537,3.992611268963865e-06,487419.0,6749.0,1491678.0,16677.0,469979.0,494168.0,504096.0,0.9863427012675852,0.966917015806513,0.9765332617423848,0.9510510595586926,0.9323204310290103,0.9415926047618666,59.64001250267029,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-17,105745.0,3378.0,324362.0,3535.0,100721.0,109123.0,109280.0,0.9690441061920951,0.9676519033674963,0.9683475043840972,0.9230043162303089,0.9216782576866764,0.9223408103368543,13.588360786437988,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-17
20,2.8802068599233932e-05,seq_sy_conv_3lv,751777,conv:225|do:0.31591441551444127|embs:64|l1:24|oc:SchemeB,2035.3502101898193,2.9779403052927965e-05,484717.0,14014.0,1484413.0,19379.0,460035.0,498731.0,504096.0,0.9719006839358292,0.9615569256649527,0.9667011358888422,0.9224110793193124,0.9125940297086269,0.917476294515405,83.02461433410645,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-8,105319.0,4878.0,322862.0,3961.0,98850.0,110197.0,109280.0,0.9557338221548681,0.9637536603221083,0.959726987338081,0.8970298646968611,0.9045571010248902,0.9007777580338714,19.67553162574768,./artifacts/seq_sy_conv_3lv_scheme_b.yaml-2020-05-27--17-16.30/run-8
